"ASIN","title","order","category","brand","price","global_rating_count","description","Special_Feature","total_star_mean","detail_dict","best_sellers_rank_Feature"
B0D2GG3M5V,"Dr.Jart+ Cicapair™ Sensitive Skin Face Moisturizer for Redness and Barrier Repair | Korean Skin Care, 1.69 Fl Oz",8,Skin Care Products,Dr.Jart+,52.0,"57","{""Benefits"": ""Non-sticky, non-greasy moisturizer works on contact to comfort skin, reduce redness and leave it visibly calm and healthy."", ""Description"": ""A soothing moisturizer for sensitive skin that reduces visible redness and rapidly repairs skin’s barrier. Suitable to use after a cosmetic procedure.* Formulated with an advanced Cica Complex. * Shown to be safe for use following Intense Pulsed Light (IPL) treatment in 2 week clinical usage test."", ""Suggested use"": ""Apply an even layer of moisturizer, paying special attention to massage into extra dry or red areas of the face. For hydration, use Cicapair(TM) Serum before.""}",No special feature,4.3,"{""ASIN"": ""B0D2GG3M5V"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H7N6010000"", ""Product Dimensions"": ""1.69 x 1.14 x 5.63 inches; 2.47 ounces""}","#22,891 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#611 in Face Moisturizers"
B0D2GPJF6H,"Dr.Jart+ Cicapair Sensitive Skin Face Serum for Redness and Barrier Repair | Korean Skin Care, 1.01 Fl Oz",24,Skin Care Products,No brand,54.0,"43","{""Benefits"": ""This lightweight, fast-absorbing face serum gently penetrates skin to instantly soothe visible redness and boost skin’s barrier repair in one hour."", ""Description"": ""A potent face serum with Centella Asiatica Extracts and Allantoin that helps keep skin stable and healthy looking by rapidly boosting skin’s barrier repair. Suitable for sensitive skin."", ""Suggested use"": ""After cleansing, apply an even layer of face serum to skin and gently press into skin until fully absorbed.""}",No special feature,4.2,"{""ASIN"": ""B0D2GPJF6H"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H7NC010000"", ""Product Dimensions"": ""1.32 x 1.32 x 3.78 inches; 2.82 ounces""}","#49,318 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,011 in Facial Serums"
B0D2GTYHT3,"Dr.Jart+ Vital Hydra Solution Hydro Plump Treatment Essence with Hyaluronic Acid | Korean Skin Care, 5.07 Fl Oz",37,Skin Care Products,Dr.Jart+,34.0,"31","{""Benefits"": ""This formula with Hyaluronic Acid instantly transforms skin leaving it plump, glowing, soft, and smooth. Suitable for sensitive skin."", ""Description"": ""A liquid essence that floods skin with all-day hydration and preps it for the skincare steps to follow. Dermatologist tested."", ""Suggested use"": ""Apply an even layer to clean skin twice a day with hands or cotton pad. Gently pat into skin until fully absorbed.""}",No special feature,4.1,"{""ASIN"": ""B0D2GTYHT3"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H7XN010000"", ""Product Dimensions"": ""0.5 x 0.4 x 0.29 inches; 7.83 ounces"", ""Is Discontinued By Manufacturer"": ""No""}","#90,849 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,819 in Facial Serums"
B0D2GVM3JX,"Dr.Jart+ Vital Hydra Solution Water Cream Glow Hydrating Face Moisturizer with Hyaluronic Acid | Korean Skin Care, 1.69 Fl Oz",19,Skin Care Products,Dr.Jart+,38.0,"56","{""Benefits"": ""Instantly floods skin with glow-giving hydration and helps rebuild skin’s barrier. It gives skin a smooth, glowing base. Suitable for sensitive skin."", ""Description"": ""A lightweight gel cream moisturizer with Hyaluronic Acid that instantly hydrates, plumps, and gives skin that jelly glass glow. Dermatologist tested."", ""Suggested use"": ""Apply an even layer to clean skin morning and night. Gently pat into skin until fully absorbed.""}",Lightweight,4.3,"{""ASIN"": ""B0D2GVM3JX"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H7XP010000"", ""Product Dimensions"": ""2.76 x 2.76 x 2.32 inches; 7.83 ounces""}","#43,092 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,104 in Face Moisturizers"
B0D2GYZSB6,Dr.Jart+ Ceramidin™ Skin Barrier Moisturizer Face Cream For Dry Skin with Ceramides and Panthenol | Korean Skin Care,5,Skin Care Products,Dr.Jart+,20.0,"2050","{""Benefits"": ""100 hours of moisture after one use. After 4 weeks, clinically shown to strengthen skin’s barrier*."", ""Description"": ""A fast-absorbing, cushiony moisturizing cream with 5 Ceramides plus Panthenol that strengthens the skin barrier, moisturizes and boosts elasticity."", ""Suggested use"": ""After cleansing and toning, apply an even layer of moisturizer to your face morning and night. Avoid eye area.""}","Hydrating, Travel Size, Moisturizing, Plumping, Softening",4.6,"{""ASIN"": ""B0D2GYZSB6"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H7T9010000"", ""Product Dimensions"": ""0.07 x 0.14 x 0.04 inches; 0.71 ounces""}","#7,641 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#235 in Face Moisturizers"
B0D2H21MQP,"Dr.Jart+ Brightamin Brightening Serum For Visible Fine Lines with Vitamin C and Niacinamide | Korean Skin Care, 0.27 Fl Oz",41,Skin Care Products,Dr.Jart+,37.0,"28","{""Benefits"": ""A powerful brightening treatment that reduces visible dark spots, fine lines and evens skin tone."", ""Description"": ""A 7-day skin brightening treatment that’s suitable for sensitive skin. This face serum helps fade visible dark spots and fine lines. Formulated with Vitamin C and Niacinamide, freeze-dried for fresh use."", ""Suggested use"": ""Drop vitamin ball into the serum. Shake bottle until dissolved. Massage serum into skin morning and night.""}",No special feature,3.9,"{""ASIN"": ""B0D2H21MQP"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H32Z01R000"", ""Product Dimensions"": ""5.31 x 2.56 x 7.09 inches; 0.35 ounces""}","#155,494 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#3,004 in Facial Serums"
B0D2H32XY7,"Dr.Jart+ Cicapair Redness Rescue Korean Skin Care Set, Travel Size Value Gift Set with Cicapair Color Correcting Cream, Face Wash, Cream Moisturizer, and Face Mask",15,Skin Care Products,Dr.Jart+,42.0,"45","{""Benefits"": ""A 4-step Cicapair set including the bestselling color corrector, foaming face wash, face mask, and moisturizer."", ""Description"": ""This Korean skin care Cicapair regimen is suitable for sensitive skin to cleanse, soothe, repair the skin's barrier, and reduce visible redness. A $55 value, including the fan favorite color corrector."", ""Suggested use"": ""Cleanse daily. Follow with mask, then moisturizer. Gently press and blend color corrector into skin.""}",No special feature,4.4,"{""ASIN"": ""B0D2H32XY7"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Canada"", ""Item model number"": ""H0DU011000"", ""Product Dimensions"": ""3.86 x 1.81 x 5.94 inches; 7.27 ounces""}","#52,304 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#132 in Skin Care Sets & Kits"
B0D2H49985,"Dr.Jart+ Cicapair Intensive Soothing Repair Treatment Liquid Face Lotion to Reduce Redness | Hydrating Toner | Korean Skin Care, 5.07 Fl Oz",29,Skin Care Products,Dr.Jart+,35.0,"42","{""Benefits"": ""Balances hydration levels and keeps skin visibly calm, glowing and healthy. Over time, it repairs the skin barrier for more resilient skin."", ""Description"": ""A lightweight, essence-like lotion that delivers instant soothing hydration and reduces visible redness. Suitable for sensitive skin. Dermatologist tested."", ""Suggested use"": ""Apply an even layer to clean skin morning and night. After applying, let it absorb then apply another layer.""}",No special feature,4.4,"{""ASIN"": ""B0D2H49985"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H7N8010000"", ""Product Dimensions"": ""2.52 x 1.87 x 5.67 inches; 8.47 ounces""}","#70,254 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,710 in Face Moisturizers"
B0D2H4H9PG,"Dr.Jart+ Ceramidin Ectoin-Infused Face Cream Moisturizer for Dry Skin | Korean Skin Care, 1.69 Fl Oz",31,Skin Care Products,Dr.Jart+,69.0,"43","{""Benefits"": ""After one use: 139% boost in moisture levels.* *Clinical testing conducted on 21 women, immediately after using product one time."", ""Description"": ""An ultra-rich, highly concentrated face moisturizer with 5 Ceramides and Ectoin that delivers extreme moisture and intensive barrier strengthening to very dry skin. 150 hours of non-stop moisture after one use."", ""Suggested use"": ""Use the spatula to scoop out cream. Warm cream in hands, then apply an even layer to your face. Use morning and night.""}","Hydrating, Moisturizing",4.6,"{""ASIN"": ""B0D2H4H9PG"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H72C010000"", ""Product Dimensions"": ""2.83 x 2.91 x 3.15 inches; 5.64 ounces""}","#82,095 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,962 in Face Moisturizers"
B0D2H5BTXS,"Dr.Jart+ Cicapair Cooling Gel Face Moisturizer for Redness and Sensitive Skin | Korean Skin Care, 1.69 Fl Oz",25,Skin Care Products,Dr.Jart+,52.0,"52","{""Benefits"": ""This lightweight, non-sticky formula cools skin with a burst of hydration and leaves it visibly calm and healthy. Over time, it builds skin’s resilience to external aggressors."", ""Description"": ""A soft, cooling gel cream face moisturizer that instantly hydrates, soothes visible redness and rapidly repairs the skin barrier for more resilient skin. Suitable for sensitive skin."", ""Suggested use"": ""Gently pat into skin until fully absorbed to prep skin and reduce visible redness before applying makeup.""}",Lightweight,4.5,"{""ASIN"": ""B0D2H5BTXS"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H7N9010000"", ""Product Dimensions"": ""2.58 x 2.58 x 2.36 inches; 6.88 ounces""}","#54,647 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,384 in Face Moisturizers"
B0D2J2M9QS,"Dr.Jart+ Ceramidin™ Skin Barrier Moisturizing Face Mask | Sheet Mask | Korean Skin Care, 1 Pack",10,Skin Care Products,Dr.Jart+,10.0,"56","{""Benefits"": ""A moisturizing sheet mask that replenishes dry skin, relieves tightness, and boosts skin’s barrier."", ""Description"": ""A moisturizing sheet mask with Ceramide NP and Panthenol that replenishes dry skin, relieves tightness, and boosts skin’s barrier for 8 hours. This face mask even helps fine, dry lines appear less visible."", ""Suggested use"": ""Remove the mask from skin after 15 to 20 minutes. Massage remaining formula into skin.""}","Hydrating, Lightweight, Moisturizing",4.5,"{""ASIN"": ""B0D2J2M9QS"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H6MN010000"", ""Product Dimensions"": ""7.64 x 4.65 x 0.08 inches; 0.71 ounces""}","#19,229 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#213 in Facial Masks"
B0D2J9JQRJ,"Dr.Jart+ Ceramidin Moisturizing Hand Cream For Dry Hands with Ceramides and Panthenol | Korean Skin Care, 3.38 Fl Oz",1,"Foot, Hand & Nail Care Products",Dr.Jart+,25.0,"39","{""Benefits"": ""This silky cream contains Ceramide NP and Panthenol, plus 4% Glycerin for intense moisture."", ""Description"": ""A moisture-rich hand cream with Glycerin, Ceramide NP and Panthenol that immediately relieves dry tightness and softens skin. Dermatologist tested."", ""Suggested use"": ""Apply liberally to hands as needed.""}","Hydrating, Moisturizing, Softening",4.7,"{""ASIN"": ""B0D2J9JQRJ"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H0PS010000"", ""Product Dimensions"": ""1.89 x 1.42 x 5.1 inches; 4.23 ounces""}","#41,667 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#219 in Hand Creams & Lotions"
B0D2P6MHY7,"Dr.Jart+ Ceramidin Body Lotion Moisturizer for Dry Skin with Ceramides | Korean Skin Care, 6.76 Fl Oz",35,Skin Care Products,Dr.Jart+,28.0,"28","{""Benefits"": ""This everyday body cream is inspired by our bestselling face moisturizer. Unlike heavier creams, this lightweight body lotion is easily distributed over dry skin so you don’t miss a spot. It quickly sinks into dry skin to leave a non-sticky, smooth finish."", ""Description"": ""A fast-absorbing body moisturizer with Ceramides and Hyaluronic Acids that leaves skin feeling soft and nourished."", ""Suggested use"": ""After showering, squeeze lotion into hands and rub to warm. Gently massage into skin. Reapply as needed.""}",Lightweight,4.6,"{""ASIN"": ""B0D2P6MHY7"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H59W010000"", ""Product Dimensions"": ""2.44 x 6.73 x 2.44 inches; 8.82 ounces""}","#87,747 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,374 in Body Lotions"
B0D2P7JSBX,"Dr.Jart+ Ceramidin Under Eye Cream with Ceramides and Niacinamide | Korean Skin Care, 0.5 Fl Oz",3,Skin Care Products,No brand,40.0,"38","{""Benefits"": ""Our signature blend of 5 Ceramides lock in moisture to keep your under-eye area from looking dry, dull and tired."", ""Description"": ""A rich, non-greasy eye cream that moisturizes and visibly smooths the eye area for a brighter, more wide-awake look."", ""Suggested use"": ""Using your ring finger, gently apply from outer corner of the eye going inward. Finish with light tapping to stimulate circulation.""}",No special feature,4.7,"{""ASIN"": ""B0D2P7JSBX"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""H5GC011000"", ""Product Dimensions"": ""1.3 x 4.92 x 1.3 inches; 2.47 ounces""}","#60,156 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#359 in Eye Treatment Creams"
B0D3HVQ8Z6,"Dr.Jart+ Pore.Remedy 5% Multi-Acid Radiance Peel Face Exfoliator For Face | Korean Skin Care, 5.07 Fl Oz",45,Skin Care Products,Dr.Jart+,42.0,"28","{""Benefits"": ""It gives skin the benefits of an acid peel – a bright, radiant, youthful looking glow and refined pores – without the appearance of redness or irritating skin."", ""Description"": ""A radiance-revealing liquid peel exfoliator with 5% AHA, BHA plus Hyaluronic Acid that gently dissolves pore-clogging dead cells, exfoliates skin and refines pores."", ""Suggested use"": ""Shake well. Saturate a cotton pad and sweep across clean, dry skin at night 3 times a week. Follow with moisturizer.""}",No special feature,4.5,"{""ASIN"": ""B0D3HVQ8Z6"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""USA"", ""Item model number"": ""H5JL010000"", ""Product Dimensions"": ""4.72 x 1.77 x 1.77 inches; 6 ounces""}","#284,501 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#682 in Facial Peels"
B0D5YY8HWK,Dr.Jart+ Premium BB Tinted Moisturizer with SPF 40 and Niacinamide | bb cream | Korean Skin Care,2,Makeup,No brand,48.0,"162","{""Benefits"": ""It's moisturizer, makeup & sunscreen all-in-one. Shades are flexible, easy, and adapt to a range of skin tones."", ""Description"": ""This all-in-one tinted moisturizer with Niacinamide, Glycerin and SPF 40 hydrates, conceals, and protects. It gives light, buildable coverage with a natural finish."", ""Suggested use"": ""Warm between fingers. Blend into skin. Wait for formula to dry and adapt to your skin tone. Build up as needed.""}",No special feature,4.5,"{""ASIN"": ""B0D5YY8HWK"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Canada"", ""Product Dimensions"": ""1.42 x 1.57 x 5.98 inches; 3.53 ounces""}","#11,408 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#10 in BB Facial Creams"
B0D6T25CTP,"Dr.Jart+ Prejuvenation Firming Bakuchiol Cream for Preventative Aging | Anti Aging Face Cream | Korean Skin Care, 1.69 Fl Oz",38,Skin Care Products,Dr.Jart+,64.0,"37","{""Benefits"": ""This cream gives you a gentle yet powerful way to stay you(thful). Bakuchiol, delivers retinol-like firming and visible line reducing benefits while being kind to skin."", ""Description"": ""This new-generation moisturizer gives you a gentle yet powerful way to stay you(thful). Its hero ingredient, Bakuchiol, delivers retinol-like firming and visible line reducing benefits while being kind to skin. Use it twice a day— it’s that gentle."", ""Suggested use"": ""Apply to clean skin morning and night. Gentle enough to use twice a day.""}","Anti-aging, Smoothing, Softening, Radiance, Elasticity",4.6,"{""ASIN"": ""B0D6T25CTP"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Product Dimensions"": ""2.81 x 2.81 x 2.3 inches; 7.05 ounces""}","#120,233 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#2,765 in Face Moisturizers"
B0D7DDPXW8,"Dr.Jart+ Prejuvenation Firming Bakuchiol Serum for Preventative Aging | Anti Aging Serum | Korean Skin Care, 1.69 Fl Oz",40,Skin Care Products,Dr.Jart+,66.0,"32","{""Benefits"": ""This serum gives you a gentle yet powerful way to stay you(thful). Bakuchiol, delivers retinol-like firming and visible line reducing benefits."", ""Description"": ""This new-generation serum gives you a gentle yet powerful way to stay you(thful). Its hero ingredient, Bakuchiol, delivers retinol-like firming and visible line reducing benefits while being kind to skin. Use it twice a day— it’s that gentle."", ""Suggested use"": ""Apply to clean skin morning and night. Gentle enough to use twice a day.""}",No special feature,4.7,"{""ASIN"": ""B0D7DDPXW8"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Product Dimensions"": ""1.79 x 1.79 x 5.08 inches; 3.88 ounces""}","#143,972 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#2,809 in Facial Serums"
B0DFK6B972,"Dr.Jart+ Vital Hydra Solution™ Jelly Bear Lip Mask with Hyaluronic Acid | Lip Mask Overnight Hydration | Korean Skin Care, 0.67 Fl Oz",18,Skin Care Products,Dr.Jart+,25.0,"52","{""Benefits"": ""Reduces visible dry lines for smoother lips, visibly plumps and boosts shine."", ""Description"": ""A leave-on lip mask for day or night with hyaluronic acid that delivers intense hydration. Jelly formula goes on smooth and leaves lips with a clear, color-free shine."", ""Suggested use"": ""Use before bedtime to keep lips hydrated all night long or as a primer before lipstick or lip gloss.""}",No special feature,4.6,"{""ASIN"": ""B0DFK6B972"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Product Dimensions"": ""2.32 x 2.32 x 1.77 inches; 2.12 ounces""}","#46,231 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#731 in Lip Balms & Moisturizers"
B0DKVLD78F,"Dr.Jart+ Brightamin™ Brightening Plumping Face Mask with Vitamin C | Korean Skin Care, 1 Pack",28,Skin Care Products,Dr.Jart+,12.0,"3","{""Benefits"": ""Clinically shown to minimize visible dry, fine lines with moisture."", ""Description"": ""This innovative Korean skincare face mask has separate chambers to help keep the actives fresh. When ready to use, pop the pouch to mix and activate the Niacinamide and Vitamin C brightening treatment."", ""Suggested use"": ""This mask has 2 separate chambers keep the actives fresh. To use it, squeeze the pouch and pop the seal to soak the Vitamin C-coated sheet mask in Niacinamide.""}","Strengthening, Anti-Aging, Lightweight, Anti-Wrinkle, Brightening",4.0,"{""ASIN"": ""B0DKVLD78F"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""China"", ""Product Dimensions"": ""6.38 x 0.2 x 6.38 inches; 1.23 ounces""}","#55,407 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#717 in Facial Masks"
B0DKXWDCKF,"Dr.Jart+ Ceramidin™ Under Eye Cream with Ceramides | Korean Skin Care, 0.5 Fl Oz",33,Skin Care Products,Dr.Jart+,42.0,"24","{""Benefits"": ""The multi-action eye cream relieves dryness, strengthens the skin barrier around the eye and locks in moisture."", ""Description"": ""A rich, buttery eye cream that moisturizes, diminishes the look of under eye puffiness, fine lines, and firms the delicate eye area. Suitable for sensitive skin. Ophthalmologist tested."", ""Suggested use"": ""Dab an appropriate amount of eye cream all around eye area morning and night. Pat into the eye area until absorbed.""}","Hydrating, Smoothing, Lightweight, Moisturizing, Brightening",4.7,"{""ASIN"": ""B0DKXWDCKF"", ""Manufacturer"": ""Dr.Jart+"", ""Country of Origin"": ""Korea, Republic of"", ""Product Dimensions"": ""1.97 x 1.97 x 1.65 inches; 3.17 ounces""}","#94,080 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#540 in Eye Treatment Creams"
